LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Isocyanide_id,Isocyanide_SMILES,Ketone_id,Ketone_SMILES,Carboxylic_acid_id,Carboxylic_SMILES,ARCHITECTURE,REACTION_TYP
LNPhub_2V00000212,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCN1CCC(CC)CC1)C(CCCC(=O)OCC(CCCC)CCCCCC)(CCCC(=O)OCC(CCCC)CCCCCC)C(=O)NC1CCCCC1,A38,C1CC(CC)CCN1CCN,Is4,NC1CCCCC1,K22,OCC(CCCC)CCCCCC,Ac22,C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000213,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)N(CCCCCN(C)C)C(=O)C(CCCC)CCCCCC,A2,N(C)(C)CCCCCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K8,OCC1C[C@@H]2C[C@H]1C=C2,Ac46,C(=O)C(CCCCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000214,CCCCCCCCC/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCCC)(C(=O)NC1CCCCC1)N(CC(C)CN(C)C)C(=O)C1CCCC1,A15,CN(C)CC(C)CN,Is4,NC1CCCCC1,K1,OCCCCCCCC/C=C\CCCCCCCCC,Ac38,C(=O)C8CCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000215,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OC(C)(CC)CCCC(C)C)(CCCC(=O)OC(C)(CC)CCCC(C)C)N(CCCN1CCOCC1)C(=O)C1CCC1,A50,C1COCCN1CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K24,OC(C)(CC)CCCC(C)C,Ac37,C(=O)C8CCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000216,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCN1CCS(=O)(=O)CC1)C(CCCC(=O)OC(C1CCCCC1)(C1CCCCC1)C1CCCCC1)(CCCC(=O)OC(C1CCCCC1)(C1CCCCC1)C1CCCCC1)C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A47,C1CS(=O)(=O)CCN1CCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K18,OC(C7CCCCC7)(C8CCCCC8)C9CCCCC9,Ac20,C(=O)CCCCCCC/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000217,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NC(C)(C)C)N(Cc2cccnc2)C(=O)CCCCCCCCCC)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A52,c1ccncc1CN,Is3,NC(C)(C)C,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac9,C(=O)CCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000218,CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC)(C(=O)NCCCn1cccn1)N(CCCN(C)CO)C(=O)C[C@H](C)CCC=C(C)C,A35,OCN(C)CCCN,Is8,NCCCn1nccc1,K37,OCCCCCCCC,Ac44,C(=O)C[C@H](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000219,CCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCC)(C(=O)NCC(=O)OC)N(CCn1ccnc1)C(=O)CCC,A45,c1cncn1CCN,Is0,NCC(=O)OC,K35,OCCCCCC,Ac2,C(=O)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000220,CCCCCCCCC/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCCC)(C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(CCCN1CCCC1)C(=O)CC,A6,C1CCCN1CCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K1,OCCCCCCCC/C=C\CCCCCCCCC,Ac1,C(=O)CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000221,C=C(C)[C]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C](C(=C)C)CC2)(C(=O)NC(C)(C)C)N(CCN2CCCC2)C(=O)CCCCCC)CC1,A13,C1CCCN1CCN,Is3,NC(C)(C)C,K11,OCC7=CC[C@](C(=C)C)CC7,Ac5,C(=O)CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000222,CCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCCC1)C(=O)C1CCCCCCCCCCC1,A13,C1CCCN1CCN,Is2,NCC(=O)OC(C)(C)C,K36,OCCCCCCC,Ac42,C(=O)C8CCCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000223,CC(C)(C)NC(=O)C(CCCC(=O)O[C@H]1C[C@@H]2CC[C@H]1C2)(CCCC(=O)O[C@H]1C[C@@H]2CC[C@H]1C2)N(Cc1cccnc1)C(=O)[C@@H]1C[C@H]2C=C[C@@H]1C2,A52,c1ccncc1CN,Is3,NC(C)(C)C,K7,O[C@H]1C[C@@H]2CC[C@H]1C2,Ac52,C(=O)[C@@H]1C[C@@H]2C[C@H]1C=C2,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000224,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCN2CCOCC2)C(=O)CCCCC)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A51,C1COCCN1CCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac4,C(=O)CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000225,CCCC(=O)N(C1CCN(Cc2ccccc2)CC1)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NC1CCCCC1,A49,C1CN(Cc2ccccc2)CCC1N,Is4,NC1CCCCC1,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac2,C(=O)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000226,CCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCC)(C(=O)NCCCn1cccn1)N(CC(CC)N(C)C)C(=O)CCCCCCCCCCC,A24,CN(C)C(CC)CN,Is8,NCCCn1nccc1,K42,OCCCCCCCCCCCCC,Ac10,C(=O)CCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000227,C=C(C)[C]1CC[C](C)C[C]1OC(=O)CCCC(CCCC(=O)O[C]1C[C](C)CC[C]1C(=C)C)(C(=O)NCCCC)N(CCCCN(CC)CC)C(=O)C1CCC1,A8,CCN(CC)CCCCN,Is5,NCCCC,K9,O[C@@]7[C@@](C(=C)C)CC[C@](C)C7,Ac37,C(=O)C8CCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000228,CC(C)=CCC/C(C)=C\COC(=O)CCCC(CCCC(=O)OC/C=C(/C)CCC=C(C)C)(C(=O)NC(C)(C)C)N(CCCN(C)C)C(=O)C1CCCCCC1,A10,N(C)(C)CCCN,Is3,NC(C)(C)C,K16,OC/C=C(C)\CCC=C(C)C,Ac40,C(=O)C8CCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000229,CCCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCCC)(C(=O)NCC(=O)OC)N(CCN(CC)CC)C(=O)C(CCCC)CCCC,A18,CCN(CC)CCN,Is0,NCC(=O)OC,K46,OCCCCCCCCCCCCCCCCC,Ac48,C(=O)C(CCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000230,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N(CCCCCN(C(C)C)C(C)C)C(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A31,CC(C)N(C(C)C)CCCCCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K3,OC(CCCCCCCC)CCCCCCCC,Ac24,C(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000231,CCCCCC(=O)N(Cc1cccnc1)C(CCCC(=O)OCC(CC)CCCC)(CCCC(=O)OCC(CC)CCCC)C(=O)NC1CCCCC1,A52,c1ccncc1CN,Is4,NC1CCCCC1,K27,OCC(CC)CCCC,Ac4,C(=O)CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000232,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCCCN(C)C)C(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A2,N(C)(C)CCCCCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K14,O[C@@](C)(CCC=C(C)C)[C@H]7C/C=C(C)\CC7,Ac20,C(=O)CCCCCCC/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000233,C=C(C)[C]1CC[C](C)C[C]1OC(=O)CCCC(CCCC(=O)O[C]1C[C](C)CC[C]1C(=C)C)(C(=O)NCCCn1cccn1)N(CCCCCN(C(C)C)C(C)C)C(=O)CCCCCCC/C=C\CCCCCCCC,A31,CC(C)N(C(C)C)CCCCCN,Is8,NCCCn1nccc1,K9,O[C@@]7[C@@](C(=C)C)CC[C@](C)C7,Ac19,C(=O)CCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000234,C=C(C)[C]1CC[C](C)C[C]1OC(=O)CCCC(CCCC(=O)O[C]1C[C](C)CC[C]1C(=C)C)(C(=O)NCC(=O)OC)N(CCCn1ccnc1)C(=O)C[C@H](C)CCC=C(C)C,A48,c1cncn1CCCN,Is0,NCC(=O)OC,K9,O[C@@]7[C@@](C(=C)C)CC[C@](C)C7,Ac44,C(=O)C[C@H](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000235,CCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCC)(C(=O)NC(C)(C)C)N(CCN1CCCCC1)C(=O)C1CC1,A19,C1CCCCN1CCN,Is3,NC(C)(C)C,K42,OCCCCCCCCCCCCC,Ac36,C(=O)C8CC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000236,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NCC(=O)OC)N(CCN(C)C)C(=O)C23CC4C[C@@](C)(C2)C[C@](C)(C4)C3)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A5,N(C)(C)CCN,Is0,NCC(=O)OC,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac34,C(=O)C78C[C@]9(C)CC(C7)C[C@](C9)(C)C8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000237,CCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCC)(C(=O)NC(C)(C)C)N(CCCn1ccnc1)C(=O)CCCC,A48,c1cncn1CCCN,Is3,NC(C)(C)C,K42,OCCCCCCCCCCCCC,Ac3,C(=O)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000238,CCCCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCCCC)(C(=O)NCCCC)N(CCN1CCC(CC)CC1)C(=O)CC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A38,C1CC(CC)CCN1CCN,Is5,NCCCC,K47,OCCCCCCCCCCCCCCCCCC,Ac30,C(=O)CC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000239,CCCCCCCCC(CCCCCC)COC(=O)CCCC(CCCC(=O)OCC(CCCCCC)CCCCCCCC)(C(=O)NCCCC)N(CCC1CCN(CC)CC1)C(=O)C(CCCCCC)CCCCCCCC,A28,C1CN(CC)CCC1CCN,Is5,NCCCC,K19,OCC(CCCCCCCC)CCCCCC,Ac18,C(=O)C(CCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000240,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(C(C)CCCN(CC)CC)C(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)C(=O)NCCCn1cccn1,A9,CCN(CC)CCCC(C)N,Is8,NCCCn1nccc1,K14,O[C@@](C)(CCC=C(C)C)[C@H]7C/C=C(C)\CC7,Ac22,C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000241,CCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(CC(C)CN(C)C)C(=O)C1CCCCCCCCCC1,A15,CN(C)CC(C)CN,Is2,NCC(=O)OC(C)(C)C,K42,OCCCCCCCCCCCCC,Ac41,C(=O)C8CCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000242,CCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(CCCN(CCC)CCC)C(=O)CCCCCCCCCC,A32,N(CCC)(CCC)CCCN,Is2,NCC(=O)OC(C)(C)C,K39,OCCCCCCCCCC,Ac9,C(=O)CCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000243,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)O[C@H]1C[C@@H]2CC[C@H]1C2)(CCCC(=O)O[C@H]1C[C@@H]2CC[C@H]1C2)N(CCn1cccn1)C(=O)C(CCCCCCCC)CCCCCCCC,A4,n1cccn1CCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K7,O[C@H]1C[C@@H]2CC[C@H]1C2,Ac47,C(=O)C(CCCCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000244,CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(CCCN(C)C)C(C)=O,A10,N(C)(C)CCCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K37,OCCCCCCCC,Ac0,C(=O)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000245,CCCC/C=C\CCCCCCCCC(=O)N(CCN1CCCN(C)CC1)C(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)NCCCn1cccn1,A16,C1CN(C)CCCN1CCN,Is8,NCCCn1nccc1,K0,OCCCCCCCC/C=C\C/C=C\CCCCC,Ac28,C(=O)CCCCCCCC/C=C\CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000246,CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCn1cccn1)N(CCCn1ccnc1)C(=O)C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,A48,c1cncn1CCCN,Is8,NCCCn1nccc1,K2,OCCC#CCCCCCC,Ac43,C(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000247,CC1CC(C(=O)N(C2CCN(C)CC2)C(CCCC(=O)OC2CCC[C@@H]3CCCC[C@H]23)(CCCC(=O)OC2CCC[C@@H]3CCCC[C@H]23)C(=O)NC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)C2CCCC12,A25,C1CN(C)CCC1N,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K6,OC8[C@H]9CCCC[C@H]9CCC8,Ac35,C(=O)C8CC(C)C9CCCC89,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000248,CCC1CCCCN1CCN(C(=O)C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NCC(=O)OC,A41,C1(CC)CCCCN1CCN,Is0,NCC(=O)OC,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac43,C(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000249,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCCC)(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCCC)N(CCN1CCOCC1)C(=O)C1CCC1,A51,C1COCCN1CCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K1,OCCCCCCCC/C=C\CCCCCCCCC,Ac37,C(=O)C8CCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000250,CCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCC)(C(=O)NCC(=O)OCC)N(CCCN(C)CO)C(=O)CCCCCCCC,A35,OCN(C)CCCN,Is1,NCC(=O)OCC,K41,OCCCCCCCCCCCC,Ac7,C(=O)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000251,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NC(C)(C)C)N(CCCN2CCCCCC2)C(=O)C2CCCCCC2)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A20,C1CCCCCN1CCCN,Is3,NC(C)(C)C,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac40,C(=O)C8CCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000252,CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCN1CCCC1)C(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)C(=O)NC1CCCCC1,A13,C1CCCN1CCN,Is4,NC1CCCCC1,K14,O[C@@](C)(CCC=C(C)C)[C@H]7C/C=C(C)\CC7,Ac21,C(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000253,CCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCC)(C(=O)NCCCn1cccn1)N(CCn1ccnc1)C(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A45,c1cncn1CCN,Is8,NCCCn1nccc1,K35,OCCCCCC,Ac31,C(=O)C12C[C@H]3C[C@H](C[C@H](C3)C1)C2,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000254,CCCCCCCCCCCCCCCCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OC)(CCCC(=O)OC)C(=O)NC(C)(C)C,A10,N(C)(C)CCCN,Is3,NC(C)(C)C,K31,OC,Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000255,CCCCCCCCCCCCCC(=O)N(CCCN(CCO)CCO)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NC(C)(C)C,A46,OCCN(CCO)CCCN,Is3,NC(C)(C)C,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac12,C(=O)CCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000256,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCC)(CCCC(=O)OCC)N(CCCCCCCC/C=C\CCCCCCCC)C(=O)C[C@H](C)CCC=C(C)C,A0,N(CCCCCCCC/C=C\CCCCCCCC),Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K32,OCC,Ac44,C(=O)C[C@H](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000257,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCCCCCC)(CCCC(=O)OCCCCCCC)N(CCN1CCS(=O)(=O)CC1)C(=O)C1CC1,A47,C1CS(=O)(=O)CCN1CCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K36,OCCCCCCC,Ac36,C(=O)C8CC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000258,CCCCCCCCCCC(=O)N(CC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(CCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)(CCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C(=O)NCCCn1cccn1,A43,N(CC12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is8,NCCCn1nccc1,K28,OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),Ac9,C(=O)CCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000259,CCCCCCCC/C=C\CCCCCCCCN(C(=O)C1CCCCC1)C(CCCC(=O)OCCC)(CCCC(=O)OCCC)C(=O)NC1CCCCC1,A0,N(CCCCCCCC/C=C\CCCCCCCC),Is4,NC1CCCCC1,K33,OCCC,Ac39,C(=O)C8CCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000260,CCCCCCCCCCCCCCCCCCC(=O)N(CCCN1CCCCCC1)C(CCCC(=O)OC1(CC)C(C)(C)[C@@H]2CC[C@@]1(C)C2)(CCCC(=O)OC1(CC)C(C)(C)[C@@H]2CC[C@@]1(C)C2)C(=O)NCC(=O)OC(C)(C)C,A20,C1CCCCCN1CCCN,Is2,NCC(=O)OC(C)(C)C,K5,OC8(CC)[C@@]9(C)CC[C@H](C9)C8(C)(C),Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000261,CCCCCCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NCC(=O)OC,A8,CCN(CC)CCCCN,Is0,NCC(=O)OC,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac5,C(=O)CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000262,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N(CC(C)(C)CN(C)C)C(CCCC(=O)OC(C1CCCCC1)(C1CCCCC1)C1CCCCC1)(CCCC(=O)OC(C1CCCCC1)(C1CCCCC1)C1CCCCC1)C(=O)NCC(=O)OCC,A29,CN(C)CC(C)(C)CN,Is1,NCC(=O)OCC,K18,OC(C7CCCCC7)(C8CCCCC8)C9CCCCC9,Ac25,C(=O)CCCCCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000263,CCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(CCn1cccn1)C(=O)C(CCC)CCC,A4,n1cccn1CCN,Is2,NCC(=O)OC(C)(C)C,K44,OCCCCCCCCCCCCCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000264,CCCCCCCCCCCCCCC(=O)N(CCCN(CCCC)CCCC)C(CCCC(=O)OCCC)(CCCC(=O)OCCC)C(=O)NCC(=O)OCC,A34,N(CCCC)(CCCC)CCCN,Is1,NCC(=O)OCC,K33,OCCC,Ac13,C(=O)CCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000265,CCCCCCC(=O)N(CCCCCN(C(C)C)C(C)C)C(CCCC(=O)OC(C1CCCCC1)(C1CCCCC1)C1CCCCC1)(CCCC(=O)OC(C1CCCCC1)(C1CCCCC1)C1CCCCC1)C(=O)NCCCn1cccn1,A31,CC(C)N(C(C)C)CCCCCN,Is8,NCCCn1nccc1,K18,OC(C7CCCCC7)(C8CCCCC8)C9CCCCC9,Ac5,C(=O)CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
